ID,AssignedTo,CPUDemand,Step,sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,sem_9,sem_10,sem_11,sem_12,sem_13,sem_14,sem_15
3,5.0,3,7,0.2140187621116638,0.7279755473136902,0.6165713667869568,0.5268253684043884,0.7425041794776917,0.8323941230773926,0.9654326438903807,0.3825578987598419,0.1054893732070922,0.5889931321144104,0.2925405204296112,0.4637573659420013,0.2242802381515503,0.2791348993778229,0.9411470890045166,0.0584209971129894
4,5.0,4,7,0.6110161542892456,0.6177971959114075,0.7596956491470337,0.4873152077198028,0.2381775230169296,0.5709496140480042,0.2005279213190078,0.9035565257072448,0.4955979585647583,0.8268033862113953,0.5448380708694458,0.8113766312599182,0.6292794942855835,0.9227502942085266,0.0974324941635131,0.9994256496429444
3,5.0,3,8,0.1792912781238556,0.3783020973205566,0.0631112307310104,0.8013811707496643,0.4750994145870209,0.0646159723401069,0.2598838806152344,0.4182366728782654,0.1703571826219558,0.6509609818458557,0.4065779149532318,0.9970833659172058,0.0008515470544807,0.9553968906402588,0.4411390125751495,0.6786194443702698
4,5.0,4,8,0.4263246655464172,0.8385161757469177,0.8217560052871704,0.8268947005271912,0.300762802362442,0.5602054595947266,0.4003680646419525,0.9477688670158386,0.6757736206054688,0.7827741503715515,0.5257664918899536,0.4432134628295898,0.0889266058802604,0.4149729311466217,0.6697450876235962,0.7873484492301941
3,5.0,3,11,0.8730130195617676,0.690497100353241,0.6327337622642517,0.3543610274791717,0.0771107748150825,0.5900030732154846,0.8986507654190063,0.1583310514688491,0.6725698113441467,0.599513590335846,0.6807607412338257,0.0076297866180539,0.5114264488220215,0.2617435753345489,0.3780264854431152,0.4807391464710235
3,5.0,3,12,0.8298362493515015,0.6606957912445068,0.8327693939208984,0.8100294470787048,0.8699484467506409,0.5082551836967468,0.4244166910648346,0.4530318081378937,0.0963644981384277,0.8068692684173584,0.5729533433914185,0.8044822216033936,0.9501789212226868,0.9448768496513368,0.0123170325532555,0.7069591879844666
3,5.0,3,13,0.0358091853559017,0.7535877227783203,0.962716281414032,0.5971856117248535,0.8240149021148682,0.739162802696228,0.0676871538162231,0.8377448916435242,0.6743902564048767,0.9239046573638916,0.7705700993537903,0.5753649473190308,0.9544703364372252,0.0082871885970234,0.5125150084495544,0.1480541676282882
4,5.0,4,14,0.4607020616531372,0.8591817021369934,0.104073092341423,0.6053485870361328,0.0001564049307489,0.2661768198013305,0.2076698094606399,0.8312932252883911,0.5279898047447205,0.061446726322174,0.7598596811294556,0.380340039730072,0.6284139752388,0.9470784068107604,0.2640786170959472,0.2604893743991852
5,5.0,5,14,0.8558558225631714,0.9353205561637878,0.930899739265442,0.496991902589798,0.263590931892395,0.724653422832489,0.3915707170963287,0.3559884428977966,0.514554500579834,0.600757360458374,0.8102287650108337,0.6833401322364807,0.1109661310911178,0.4142004251480102,0.0565191321074962,0.5600323677062988
1,5.0,1,15,0.4101554751396179,0.1333043426275253,0.1965502947568893,0.795057475566864,0.8782768249511719,0.3760111629962921,0.011333686299622,0.5234233736991882,0.5442008972167969,0.0824762433767318,0.316337525844574,0.135226771235466,0.1290278136730194,0.9821446537971495,0.3899288475513458,0.5951105356216431
6,5.0,1,17,0.0276705902069807,0.3912221193313598,0.834614098072052,0.4028818905353546,0.5784626007080078,0.6185551881790161,0.4266218841075897,0.6044262051582336,0.4365412592887878,0.8889151811599731,0.0382043458521366,0.0944846272468566,0.3619915843009949,0.2204459011554718,0.5722248554229736,0.6113500595092773
1,5.0,1,20,0.2660683989524841,0.3983763754367828,0.8175536394119263,0.2210149616003036,0.0966535061597824,0.7487148642539978,0.7477192878723145,0.0507401973009109,0.6892651915550232,0.9415019154548644,0.6505866050720215,0.1670405864715576,0.5119615197181702,0.6367816925048828,0.7027527689933777,0.5467373728752136
4,5.0,4,20,0.9870033264160156,0.732130765914917,0.1094404235482215,0.4570139348506927,0.8414260745048523,0.0460334718227386,0.7020236253738403,0.4177000820636749,0.078542485833168,0.6810888051986694,0.6101701855659485,0.1679917871952057,0.344708502292633,0.1133947744965553,0.0519088841974735,0.3753121793270111
1,5.0,1,23,0.3515932857990265,0.7579758763313293,0.2489584982395172,0.8816731572151184,0.1322369575500488,0.066420204937458,0.6168470978736877,0.049356322735548,0.9733006954193116,0.397645354270935,0.3311673700809479,0.1222328022122383,0.8023762106895447,0.3666128516197204,0.5993301272392273,0.2194844484329223
4,5.0,4,23,0.5895583033561707,0.1188502833247184,0.1611827313899994,0.746600329875946,0.3653433322906494,0.6641321182250977,0.6750655174255371,0.1790893375873565,0.6599240899085999,0.8405055999755859,0.6459535956382751,0.1508631706237793,0.923153519630432,0.3484182357788086,0.9857292771339417,0.7661857604980469
3,5.0,3,25,0.3192945122718811,0.4309942722320556,0.6202456951141357,0.3944036662578583,0.5652836561203003,0.4852280020713806,0.3099153935909271,0.9848041534423828,0.681930422782898,0.7721741795539856,0.4939979910850525,0.9545617699623108,0.7467952370643616,0.8082349896430969,0.8744442462921143,0.7931675314903259
4,5.0,4,25,0.8441325426101685,0.319513738155365,0.6002885103225708,0.9031471610069276,0.3795472979545593,0.999319076538086,0.2067136913537979,0.9284372329711914,0.6821606159210205,0.9608620405197144,0.2135140001773834,0.5915136337280273,0.5776826739311218,0.7265356779098511,0.8023896217346191,0.6799183487892151
5,5.0,5,25,0.8184916377067566,0.2127416580915451,0.8602321147918701,0.1089292392134666,0.4565849006175995,0.5134418606758118,0.1125892922282219,0.2818579375743866,0.9272766709327698,0.1473574787378311,0.0869112759828567,0.965511441230774,0.2579357326030731,0.5849006772041321,0.704191267490387,0.4926946759223938
3,5.0,3,27,0.0474871397018432,0.6852539777755737,0.3823124170303345,0.416890412569046,0.5180208086967468,0.7648777365684509,0.6024122834205627,0.6552801728248596,0.0237843506038188,0.5968531966209412,0.1517654359340667,0.147793173789978,0.3031916618347168,0.1469358652830124,0.9952686429023744,0.3412418663501739
6,5.0,1,27,0.7205529808998108,0.6393054127693176,0.5622762441635132,0.0954102352261543,0.7489701509475708,0.3192993998527527,0.3320592045783996,0.1322862803936004,0.702025294303894,0.317387968301773,0.6675357818603516,0.5647437572479248,0.7979515790939331,0.2352269738912582,0.2076287120580673,0.8010022044181824
1,5.0,1,29,0.7596724033355713,0.3998773992061615,0.141182392835617,0.0970244109630584,0.6523928642272949,0.9507076144218444,0.0319332480430603,0.3545772433280945,0.5586867332458496,0.4414719939231872,0.0957983657717704,0.0856562480330467,0.2480697333812713,0.2464009523391723,0.682969331741333,0.7973160147666931
6,5.0,1,29,0.7972046136856079,0.6485518217086792,0.2493919283151626,0.2570412158966064,0.7365018129348755,0.9710066914558412,0.3558615446090698,0.8879842162132263,0.2557223439216614,0.622698962688446,0.3576222062110901,0.1232471242547035,0.4297927320003509,0.0602097660303115,0.8123132586479187,0.2742205560207367
1,5.0,1,32,0.3954290747642517,0.1130372658371925,0.199101835489273,0.937929630279541,0.1669899523258209,0.727888286113739,0.9583680629730223,0.6959612369537354,0.553125262260437,0.2776862680912018,0.1854076981544494,0.2449981272220611,0.7468169927597046,0.8042827248573303,0.4568178653717041,0.8043910264968872
2,5.0,2,32,0.2613716423511505,0.6800131797790527,0.7636985182762146,0.4536339044570923,0.89813631772995,0.5643091201782227,0.7933228611946106,0.7154088020324707,0.7368136644363403,0.7016253471374512,0.8693661093711853,0.2710164487361908,0.8705876469612122,0.5829885005950928,0.088661178946495,0.2912156283855438
4,5.0,4,34,0.1995933651924133,0.0853223204612732,0.2939349114894867,0.6510117053985596,0.8203617334365845,0.0378502421081066,0.3905863463878631,0.4513585269451141,0.2460137009620666,0.8852784633636475,0.8243091106414795,0.4152843058109283,0.2399376183748245,0.8925869464874268,0.1808865815401077,0.2352765053510666
6,5.0,1,34,0.6170507669448853,0.6129046678543091,0.8467098474502563,0.5294145941734314,0.8455927968025208,0.1355829387903213,0.6914240717887878,0.7430397272109985,0.5155365467071533,0.8226131200790405,0.5390165448188782,0.7616744041442871,0.5573363900184631,0.8229085206985474,0.2364173978567123,0.4516878128051758
2,5.0,2,37,0.8583938479423523,0.2687647342681885,0.8105371594429016,0.1987353265285492,0.1384058147668838,0.458194226026535,0.5163882970809937,0.1550608575344085,0.7440424561500549,0.1878471225500106,0.2925566732883453,0.538921058177948,0.7156368494033813,0.0119889425113797,0.1229251027107238,0.5211387872695923
6,5.0,1,37,0.412234902381897,0.1087542176246643,0.4134164750576019,0.3606399595737457,0.9707933068275452,0.0017251387471333,0.0808270126581192,0.1499573141336441,0.7161511182785034,0.7535637617111206,0.4790464639663696,0.9733781814575196,0.6900519728660583,0.6378262042999268,0.8777136206626892,0.5814225673675537
1,5.0,1,39,0.0519411042332649,0.6509450078010559,0.6254682540893555,0.3523385226726532,0.2379575371742248,0.1073705032467842,0.1124957203865051,0.1250929236412048,0.4523543417453766,0.9942732453346252,0.1524460911750793,0.6284188628196716,0.5693768858909607,0.3798527121543884,0.3838393986225128,0.1714984327554702
2,5.0,2,39,0.6844226121902466,0.1090814843773841,0.7461603879928589,0.4753361642360687,0.5547946095466614,0.4620599448680877,0.0297386404126882,0.3667676448822021,0.302400529384613,0.0311300829052925,0.934425175189972,0.9179635643959044,0.5866127014160156,0.5995945334434509,0.3278703689575195,0.2282161861658096
6,5.0,1,40,0.3531717956066131,0.9112108945846558,0.5814769268035889,0.0989099740982055,0.3287118077278137,0.6313790678977966,0.3902811110019684,0.8969984650611877,0.0125516019761562,0.4378213584423065,0.6157132387161255,0.8784491419792175,0.7195119261741638,0.1777349412441253,0.2659478783607483,0.8536410331726074
4,5.0,4,44,0.0697737485170364,0.3080372810363769,0.6941419243812561,0.6879249811172485,0.0990288257598877,0.1507416814565658,0.5765437483787537,0.1208448782563209,0.0554614029824733,0.3565498292446136,0.42737677693367,0.5012733340263367,0.4283632934093475,0.6437981128692627,0.906043529510498,0.298639178276062
4,5.0,4,46,0.7769539952278137,0.5829992294311523,0.6519541144371033,0.6593815088272095,0.4235457181930542,0.2178141623735427,0.9467898607254028,0.975598931312561,0.595992922782898,0.7199830412864685,0.964210033416748,0.7217429876327515,0.9105347394943236,0.1973690092563629,0.9042106866836548,0.9157239198684692
1,5.0,1,47,0.2802404761314392,0.1875315010547638,0.9745100140571594,0.8748860359191895,0.5118759274482727,0.3260855376720428,0.5739404559135437,0.5702987909317017,0.0966906547546386,0.1225484386086463,0.1357667595148086,0.0375508815050125,0.9231900572776794,0.8508032560348511,0.1288811266422271,0.4953598380088806
2,5.0,2,48,0.1691699922084808,0.2842901349067688,0.4485411942005157,0.057100124657154,0.7501822710037231,0.8277487754821777,0.8076106905937195,0.5218420028686523,0.897852897644043,0.948008358478546,0.6100849509239197,0.5844752788543701,0.5127332210540771,0.2835795283317566,0.2154793590307235,0.2503643333911896
3,5.0,3,49,0.9046515822410583,0.7286790013313293,0.4524117410182953,0.8069117665290833,0.715539276599884,0.9331281185150146,0.9431172609329224,0.961479425430298,0.7925246357917786,0.4763281345367431,0.1751464605331421,0.0398895107209682,0.629162609577179,0.0598981007933616,0.7110120058059692,0.418694257736206
5,5.0,5,49,0.6516225337982178,0.4237740933895111,0.9340514540672302,0.8979582190513611,0.156586617231369,0.3975412547588348,0.3233212530612945,0.5617973804473877,0.3097815811634063,0.6581131815910339,0.9743695259094238,0.4665910005569458,0.1461715698242187,0.8293923735618591,0.4451447427272796,0.3424984216690063
6,5.0,1,52,0.4790821373462677,0.0678817555308342,0.7973605394363403,0.1658744513988495,0.5643836259841919,0.8910377621650696,0.0065296837128698,0.5228719115257263,0.7683298587799072,0.030306713655591,0.3477102816104889,0.1270965337753296,0.2337202280759811,0.0595275275409221,0.0386218093335628,0.8019618988037109
3,5.0,3,53,0.5398438572883606,0.098998412489891,0.79817795753479,0.4574024677276611,0.820340633392334,0.7320802807807922,0.4766255915164947,0.7793741822242737,0.9078435897827148,0.8500697016716003,0.2625786662101745,0.3417102694511413,0.7993000745773315,0.7090099453926086,0.2518617212772369,0.4981584250926971
6,5.0,1,56,0.7461066842079163,0.121463842689991,0.1391227394342422,0.9159087538719176,0.0547992214560508,0.7569872140884399,0.4105382859706878,0.6089749336242676,0.2579638659954071,0.4988648891448974,0.4691320955753326,0.011678603477776,0.7931661009788513,0.601733922958374,0.5779123902320862,0.0169930271804332
1,5.0,1,57,0.0257063452154397,0.8421825766563416,0.883185863494873,0.8254393935203552,0.1821746230125427,0.3953005075454712,0.3018404543399811,0.5540615916252136,0.4079630970954895,0.9570050835609436,0.177622765302658,0.9315744042396544,0.7863227128982544,0.4002943933010101,0.1797007471323013,0.909913957118988
5,5.0,5,57,0.8198279738426208,0.4474886357784271,0.4919320940971374,0.0591405071318149,0.5436849594116211,0.1272221803665161,0.5040022134780884,0.9697967767715454,0.3249212801456451,0.166427806019783,0.9700362682342528,0.9987093210220336,0.9474757313728333,0.6506070494651794,0.8337082266807556,0.4519189596176147
3,5.0,3,58,0.6249305605888367,0.90638267993927,0.826675534248352,0.3895607888698578,0.8270793557167053,0.6676957011222839,0.2791841328144073,0.2468131631612777,0.8827045559883118,0.4199433624744415,0.884563684463501,0.0625568851828575,0.3632913827896118,0.901865780353546,0.6338900327682495,0.1278185248374939
6,5.0,1,59,0.6062273383140564,0.5728256106376648,0.946436882019043,0.0970170646905899,0.8632327914237976,0.8291506767272949,0.9619600176811218,0.1450583040714264,0.4504275918006897,0.4983130097389221,0.3809471726417541,0.621353805065155,0.9634169340133668,0.3826532959938049,0.6824365258216858,0.3183804452419281
3,5.0,3,60,0.568175733089447,0.805630624294281,0.4544618129730224,0.8777797222137451,0.2564397156238556,0.1936765015125274,0.9915934801101683,0.1634799242019653,0.8417028784751892,0.2712734639644623,0.471902459859848,0.0139870848506689,0.1844173669815063,0.1651863902807235,0.5147233605384827,0.3057945370674133
5,5.0,5,60,0.8188684582710266,0.3817315101623535,0.374060571193695,0.1975184231996536,0.184157520532608,0.1311520189046859,0.0706668645143508,0.3505549132823944,0.6099200248718262,0.2548161447048187,0.6661010980606079,0.8933694362640381,0.4386642575263977,0.8980632424354553,0.39449542760849,0.5315425395965576
1,5.0,1,63,0.8757648468017578,0.587787926197052,0.3052630722522735,0.8923022150993347,0.8332125544548035,0.3726177215576172,0.270530104637146,0.9346195459365844,0.5309194922447205,0.1319831907749176,0.4815544784069061,0.0547913648188114,0.2343357652425766,0.7431417107582092,0.6795750260353088,0.2028042078018188
3,5.0,3,63,0.2920927107334137,0.6590291261672974,0.6736393570899963,0.340192049741745,0.931214451789856,0.925429344177246,0.0524177439510822,0.7809585332870483,0.573759913444519,0.3300778269767761,0.1913918554782867,0.9274713397026062,2.2208265363588e-05,0.3648128807544708,0.9021729230880736,0.8758838176727295
4,5.0,4,63,0.6329666972160339,0.6333253383636475,0.4285950660705566,0.3319729566574096,0.4963987469673157,0.9079702496528624,0.3402670919895172,0.3781076073646545,0.7904754281044006,0.3791429102420807,0.2840844392776489,0.4516759514808655,0.0947520583868026,0.3380374908447265,0.5706495046615601,0.5318750739097595
1,5.0,1,65,0.2788938581943512,0.9067764282226562,0.1095718666911125,0.6893627643585205,0.4797388911247253,0.2068111151456833,0.9840651750564576,0.4482536017894745,0.2922787070274353,0.096263013780117,0.7425346374511719,0.8805512189865112,0.0818909332156181,0.8293122053146362,0.6192507147789001,0.6939983367919922
2,5.0,2,66,0.6078404784202576,0.8801620602607727,0.258735328912735,0.3772784173488617,0.4740133881568908,0.5637425184249878,0.1796123683452606,0.7377949357032776,0.9881426692008972,0.1772201955318451,0.7076836824417114,0.0961796641349792,0.6479970216751099,0.1714366823434829,0.5686227083206177,0.1861421465873718
2,5.0,2,67,0.8888935446739197,0.04629872366786,0.0148099120706319,0.6880438327789307,0.3842749893665313,0.5541243553161621,0.3797747790813446,0.0231823623180389,0.5921953320503235,0.3721668720245361,0.2606236338615417,0.1973782032728195,0.913898229598999,0.4265603125095367,0.6728078126907349,0.1179670765995979
3,5.0,3,67,0.813835620880127,0.5704523324966431,0.0997939333319664,0.279337614774704,0.5992809534072876,0.5456759929656982,0.8814119696617126,0.8538234233856201,0.4278297126293182,0.6522822380065918,0.8209131360054016,0.3444085419178009,0.5609241724014282,0.1521259397268295,0.4166745841503143,0.8266543745994568
1,5.0,1,68,0.4227018654346466,0.0813654288649559,0.8435064554214478,0.1096535921096801,0.962609887123108,0.1089696586132049,0.1619030386209488,0.5925777554512024,0.7979372143745422,0.8121660947799683,0.3053866624832153,0.9766358733177184,0.0105191022157669,0.9625181555747986,0.1855968981981277,0.8367283940315247
6,5.0,1,69,0.0785265415906906,0.34652179479599,0.4638857245445251,0.4674779176712036,0.8402392268180847,0.251868188381195,0.2200669795274734,0.0504203811287879,0.2777288258075714,0.1470351666212082,0.0629620626568794,0.7479782700538635,0.6323814988136292,0.1104077324271202,0.9703861474990844,0.8775643110275269
1,5.0,1,70,0.8189018964767456,0.7405722141265869,0.5717524290084839,0.806786060333252,0.3272394239902496,0.1542912572622299,0.8892830610275269,0.2946034371852875,0.3622611463069916,0.0545835420489311,0.6454424858093262,0.5817444920539856,0.9491780996322632,0.8895086646080017,0.4954778850078583,0.0984755530953407
3,5.0,3,70,0.1779755651950836,0.299994021654129,0.1564653515815735,0.2201167345046997,0.1940086483955383,0.1632571220397949,0.5248989462852478,0.3660804629325866,0.7981891632080078,0.0167241934686899,0.6900506615638733,0.7624629139900208,0.907617449760437,0.0515415593981742,0.6092165112495422,0.6610511541366577
1,5.0,1,71,0.7540590763092041,0.2927028834819793,0.41668301820755,0.2400305271148681,0.8122304677963257,0.540084958076477,0.1829659342765808,0.2107996344566345,0.1337189525365829,0.4450386762619018,0.7229510545730591,0.3423728942871094,0.6044926643371582,0.9569842219352722,0.8829621076583862,0.6811292767524719
5,5.0,5,74,0.0501551181077957,0.6900167465209961,0.8627669811248779,0.0478844903409481,0.6107347011566162,0.7154378294944763,0.7782709002494812,0.5929103493690491,0.2008453905582428,0.5444363355636597,0.4202392995357513,0.3650515675544739,0.8656351566314697,0.9508381485939026,0.6563463807106018,0.209071397781372
6,5.0,1,77,0.8659037947654724,0.8555063605308533,0.4771031141281128,0.7969672083854675,0.940844714641571,0.2388133406639099,0.7794374227523804,0.996399223804474,0.8232539296150208,0.3280999660491943,0.7396182417869568,0.5220317244529724,0.8287360072135925,0.3626683056354522,0.7678350210189819,0.5067297220230103
2,5.0,2,78,0.9505218267440796,0.6581635475158691,0.9724674820899964,0.9018025398254396,0.4433042109012604,0.7788023352622986,0.3985386788845062,0.1224579736590385,0.3133431077003479,0.8709753155708313,0.8840591907501221,0.3959282040596008,0.7955033779144287,0.33146932721138,0.9755201935768129,0.8341936469078064
3,5.0,3,78,0.8131898641586304,0.3931569159030914,0.3098737001419067,0.4422826170921325,0.6257960200309753,0.8986826539039612,0.0130657274276018,0.0502608343958854,0.1237615868449211,0.4995028376579284,0.5373036861419678,0.3971149623394012,0.6413872838020325,0.4629027247428894,0.0847518146038055,0.3744854927062988
3,5.0,3,83,0.3571195900440216,0.2539951801300049,0.4156035482883453,0.7288927435874939,0.7891051173210144,0.3340413570404053,0.8694074153900146,0.5628090500831604,0.1523900032043457,0.7762863636016846,0.0671680346131324,0.6268821954727173,0.3415200710296631,0.8285517692565918,0.7190805673599243,0.7864698171615601
5,5.0,5,85,0.0807173922657966,0.643059253692627,0.9720175266265868,0.101755753159523,0.6000588536262512,0.7147662043571472,0.8888354301452637,0.1474460512399673,0.5900261402130127,0.4817160665988922,0.264964610338211,0.1054268181324005,0.0956016853451728,0.7796201109886169,0.7492334842681885,0.4865475296974182
6,5.0,1,85,0.6164793968200684,0.4843387305736542,0.2561100423336029,0.8937497735023499,0.7561803460121155,0.4882706701755523,0.3878192901611328,0.5403655767440796,0.60036700963974,0.0491151250898838,0.996535062789917,0.4288276433944702,0.8929101824760437,0.8119926452636719,0.2586539387702942,0.598767101764679
5,5.0,5,86,0.8030598163604736,0.3786528408527374,0.1415769755840301,0.2533886432647705,0.2563619017601013,0.4703946113586426,0.8199375867843628,0.5341633558273315,0.40516397356987,0.8748857975006104,0.6331806182861328,0.4074541628360748,0.3516039848327636,0.923090159893036,0.3656529486179352,0.8081898093223572
2,5.0,2,88,0.273513913154602,0.583087682723999,0.9084953665733336,0.7597395181655884,0.9290576577186584,0.7134116291999817,0.4640496671199798,0.1848397701978683,0.6115031242370605,0.5861754417419434,0.0236255191266536,0.3660575747489929,0.3410058915615082,0.6001615524291992,0.5600632429122925,0.4023052752017975
5,5.0,5,88,0.6539454460144043,0.0509557910263538,0.2056518644094467,0.8543292284011841,0.5960018038749695,0.1265212595462799,0.1465060114860534,0.5164805054664612,0.1728483587503433,0.44980588555336,0.0334240794181823,0.5804128050804138,0.102896049618721,0.3759521842002868,0.0573538728058338,0.4491724371910095
1,5.0,1,90,0.9799762964248656,0.3831553161144256,0.6249244809150696,0.958524763584137,0.4459234774112701,0.098936028778553,0.2783971726894378,0.8868389129638672,0.9099239110946656,0.5090283751487732,0.6692732572555542,0.4730579853057861,0.3658922910690307,0.1294099390506744,0.7425061464309692,0.4220045506954193
5,5.0,5,90,0.0176188219338655,0.5210583209991455,0.8408023715019226,0.3617413341999054,0.4814334809780121,0.4259803295135498,0.4538367092609405,0.3392882049083709,0.4454505145549774,0.7492711544036865,0.1144207194447517,0.449890673160553,0.7360159158706665,0.1462259441614151,0.4142247140407562,0.4103745520114898
6,5.0,1,90,0.6529420614242554,0.532758355140686,0.5968321561813354,0.5232411623001099,0.9769520163536072,0.5006541013717651,0.732317328453064,0.790998101234436,0.0077580767683684,0.370364636182785,0.8697622418403625,0.931129276752472,0.1895378828048706,0.2956559062004089,0.1155639588832855,0.4042835533618927
2,5.0,2,91,0.1901406347751617,0.8614345788955688,0.778832733631134,0.2939278185367584,0.6296609044075012,0.5255826115608215,0.5522702932357788,0.2888874113559723,0.1434081196784973,0.1509078294038772,0.4897721409797668,0.6267498135566711,0.6711200475692749,0.2148812860250473,0.597303032875061,0.0958356186747551
1,5.0,1,94,0.1444299519062042,0.5286419987678528,0.811713695526123,0.6973414421081543,0.1686901897192001,0.3304371833801269,0.6755512356758118,0.505763590335846,0.4977317154407501,0.2286286950111389,0.9754511713981628,0.5195704698562622,0.2878282070159912,0.4082213342189789,0.0259441342204809,0.3598977029323578
2,5.0,2,94,0.73716139793396,0.6955395340919495,0.8284901976585388,0.5352112650871277,0.7332713007926941,0.1795461028814315,0.7595713138580322,0.6313489675521851,0.6565512418746948,0.2634043991565704,0.5380698442459106,0.2635394930839538,0.8245822191238403,0.936303436756134,0.7481345534324646,0.7615096569061279
5,5.0,5,95,0.3425893485546112,0.5532695651054382,0.1182281672954559,0.4967251121997833,0.8881669640541077,0.6171689629554749,0.7156075835227966,0.9818233251571656,0.6980466246604919,0.5167344808578491,0.2724083960056305,0.2277436405420303,0.7982141971588135,0.7048903107643127,0.7089978456497192,0.5086652636528015
6,5.0,1,96,0.3928577303886413,0.3311485946178436,0.4513089954853058,0.3709251284599304,0.4626127481460571,0.603847324848175,0.8005012273788452,0.7384986281394958,0.2303879112005233,0.4558571577072143,0.7286971807479858,0.3030667603015899,0.0796827003359794,0.7830256819725037,0.9346932768821716,0.205136239528656
2,5.0,2,98,0.2148987054824829,0.2532020211219787,0.3797032237052917,0.3365036249160766,0.195822387933731,0.3436222672462463,0.9228454828262328,0.7492128610610962,0.366377979516983,0.5281291604042053,0.5593911409378052,0.0726151764392852,0.3184990882873535,0.3469842374324798,0.3981664478778839,0.6343501210212708
4,5.0,4,98,0.0754788741469383,0.3446590602397918,0.386893630027771,0.7977834343910217,0.4970587193965912,0.3210846483707428,0.1316460520029068,0.8735710382461548,0.4723336100578308,0.2393779307603836,0.903109848499298,0.8169920444488525,0.7029252052307129,0.3849350214004516,0.7918285131454468,0.0352200232446193
1,5.0,1,101,0.732422411441803,0.8398521542549133,0.3111337423324585,0.5324596166610718,0.7685590386390686,0.1725793927907943,0.3494621217250824,0.3099188208580017,0.3793469071388244,0.4867744743824005,0.9478330612182616,0.4184720516204834,0.3125440776348114,0.8611001372337341,0.8881567716598511,0.6932457089424133
3,5.0,3,103,0.93024080991745,0.879172682762146,0.0477918051183223,0.1618112623691558,0.1930526196956634,0.9644001722335817,0.601717472076416,0.929549276828766,0.6333903670310974,0.5103179216384888,0.0912886559963226,0.7763023972511292,0.1465018093585968,0.8355388045310974,0.6127135157585144,0.4880111217498779
